unit,cycle,actual_RUL,ANN_prediction,CNN_prediction,ANN_abs_error,CNN_abs_error,ANN_CNN_disagreement,ANN_CNN_average
91,24,111,86.24733,76.21652,24.752669999999995,34.78348,10.030810000000002,81.231925
91,25,110,97.2943,102.68736,12.705699999999991,7.312640000000002,5.393059999999991,99.99083
91,26,109,92.86916,98.71128,16.130840000000006,10.288719999999998,5.842120000000008,95.79022
91,27,108,100.06217,98.22464,7.937830000000005,9.775360000000006,1.837530000000001,99.143405
91,28,107,135.2581,127.737144,28.258100000000013,20.737144,7.520956000000012,131.497622
91,29,106,103.910065,89.98141,2.089934999999997,16.018590000000003,13.928655000000006,96.9457375
91,30,105,109.08159,92.9751,4.081590000000006,12.024900000000002,16.106490000000008,101.028345
91,31,104,112.64161,103.795105,8.64161,0.2048949999999934,8.846504999999993,108.2183575
91,32,103,92.25355,89.84101,10.746449999999996,13.158990000000005,2.412540000000007,91.04728
91,33,102,88.24707,93.38443,13.752930000000006,8.615570000000005,5.137360000000001,90.81575
91,34,101,93.23449,95.940346,7.765510000000006,5.059653999999995,2.7058560000000114,94.587418
91,35,100,89.52124,91.62409,10.478759999999994,8.375910000000005,2.1028499999999894,90.572665
91,36,99,116.64288,98.37593,17.642880000000005,0.6240700000000032,18.26695000000001,107.509405
91,37,98,89.01968,98.52189,8.980320000000006,0.5218899999999991,9.502210000000003,93.770785
91,38,97,119.12916,117.03954,22.12916,20.03954,2.0896199999999965,118.08435
91,39,96,89.3286,92.75765,6.6714000000000055,3.242350000000002,3.4290500000000037,91.043125
91,40,95,110.91676,117.83285,15.916759999999996,22.832849999999993,6.916089999999997,114.374805
91,41,94,115.49179,132.32495,21.491789999999995,38.32495,16.833160000000007,123.90837
91,42,93,82.6949,68.57569,10.305099999999996,24.42431000000001,14.11921000000001,75.635295
91,43,92,89.1646,92.57807,2.835400000000007,0.5780699999999968,3.413470000000004,90.871335
91,44,91,85.94976,95.68999,5.050240000000002,4.6899899999999946,9.740229999999997,90.819875
91,45,90,75.47734,86.00321,14.522660000000002,3.996790000000004,10.525869999999998,80.740275
91,46,89,101.11021,89.06817,12.110209999999997,0.0681699999999949,12.04204,95.08919
91,47,88,92.019394,87.93816,4.0193940000000055,0.0618400000000036,4.081234000000009,89.97877700000001
91,48,87,115.43512,110.57288,28.43512,23.57288,4.86224,113.004
91,49,86,97.50235,98.55349,11.502350000000009,12.553489999999996,1.0511399999999895,98.02792
91,50,85,97.98864,102.317215,12.988640000000004,17.317215000000004,4.328575000000001,100.1529275
91,51,84,103.11405,109.58925,19.11405000000001,25.589250000000007,6.475200000000001,106.35165
91,52,83,65.656204,87.78495,17.343795999999998,4.784949999999995,22.128745999999992,76.72057699999999
91,53,82,85.27026,90.123024,3.2702599999999933,8.123024000000001,4.852764000000008,87.696642
91,54,81,77.67462,72.49687,3.3253799999999956,8.503129999999999,5.177750000000003,75.085745
91,55,80,97.21824,89.42303,17.218239999999994,9.423029999999995,7.795209999999997,93.320635
91,56,79,56.256386,60.81565,22.743614,18.18435,4.559263999999999,58.536018
91,57,78,90.69394,81.37418,12.693939999999998,3.3741799999999955,9.319760000000002,86.03406
91,58,77,91.623436,97.04366,14.623435999999998,20.043660000000003,5.420224000000005,94.333548
91,59,76,47.650433,56.153286,28.349567,19.846714,8.502853000000002,51.9018595
91,60,75,79.7139,88.68852,4.713899999999995,13.688519999999995,8.974620000000002,84.20121
91,61,74,93.667786,82.19523,19.667786000000007,8.195229999999995,11.472556000000012,87.93150800000001
91,62,73,102.31792,96.53509,29.31792,23.535089999999997,5.782830000000004,99.426505
91,63,72,92.01876,92.29887,20.01876,20.298869999999994,0.2801099999999934,92.158815
91,64,71,66.27677,76.95407,4.723230000000001,5.9540700000000015,10.677300000000002,71.61542
91,65,70,63.17497,61.773163,6.825029999999998,8.226837000000003,1.4018070000000051,62.4740665
91,66,69,70.21366,87.70547,1.2136600000000044,18.705470000000005,17.49181,78.959565
91,67,68,68.3877,68.47391,0.3876999999999952,0.4739100000000036,0.0862100000000083,68.43080499999999
91,68,67,62.656128,65.62817,4.3438719999999975,1.3718300000000028,2.9720419999999947,64.142149
91,69,66,71.06545,87.7084,5.0654499999999985,21.708399999999997,16.64295,79.38692499999999
91,70,65,70.10115,89.21105,5.101150000000004,24.21105,19.109899999999996,79.65610000000001
91,71,64,59.08902,62.327663,4.910980000000002,1.6723369999999989,3.2386430000000033,60.7083415
91,72,63,89.11876,92.34251,26.118759999999995,29.342510000000004,3.2237500000000097,90.730635
91,73,62,72.70199,86.249306,10.701989999999997,24.249306000000004,13.54731600000001,79.475648
91,74,61,69.68451,75.235146,8.684510000000003,14.235146,5.550635999999997,72.459828
91,75,60,49.400936,58.092304,10.599063999999998,1.9076960000000016,8.691367999999997,53.74662
91,76,59,51.533092,67.0469,7.4669079999999965,8.046899999999994,15.51380799999999,59.289996
91,77,58,55.47996,62.121613,2.5200400000000016,4.1216130000000035,6.641653000000005,58.8007865
91,78,57,36.567165,45.63881,20.432834999999997,11.36119,9.071644999999997,41.1029875
91,79,56,57.107494,69.8816,1.1074940000000026,13.881600000000006,12.774106000000003,63.494547
91,80,55,39.290398,64.26844,15.709601999999997,9.268439999999998,24.978041999999995,51.779419
91,81,54,74.12292,80.24863,20.122919999999993,26.24863000000001,6.125710000000012,77.185775
91,82,53,55.65656,60.41543,2.656559999999999,7.415430000000001,4.758870000000002,58.035995
91,83,52,58.117474,57.396477,6.117474000000001,5.396476999999997,0.7209970000000041,57.7569755
91,84,51,43.118923,60.079716,7.881076999999998,9.079715999999998,16.960792999999995,51.5993195
91,85,50,36.197243,57.91157,13.802757,7.911569999999997,21.714326999999997,47.0544065
91,86,49,48.400692,60.682518,0.5993080000000006,11.682518000000002,12.281826000000002,54.541605
91,87,48,39.205154,45.80562,8.794846,2.1943800000000024,6.600465999999997,42.505387
91,88,47,35.776997,44.815342,11.223003,2.184657999999999,9.038345,40.296169500000005
91,89,46,35.50233,43.084694,10.49767,2.915306000000001,7.582363999999998,39.293512
91,90,45,58.869297,77.129486,13.869297000000005,32.129486,18.260188999999997,67.9993915
91,91,44,53.353252,67.99812,9.353251999999998,23.99812,14.644868000000002,60.675686
91,92,43,35.53983,50.927353,7.460169999999998,7.9273529999999965,15.387522999999996,43.2335915
91,93,42,28.750444,39.121643,13.249555999999998,2.878357000000001,10.371198999999995,33.9360435
91,94,41,30.43694,38.334583,10.56306,2.665416999999998,7.897643000000002,34.3857615
91,95,40,40.435432,49.26959,0.4354319999999987,9.26959,8.834158000000002,44.852511
91,96,39,36.658176,60.851402,2.3418240000000026,21.851402,24.193226000000003,48.754789
91,97,38,28.432796,42.597366,9.567204,4.597366000000001,14.16457,35.515081
91,98,37,31.237568,37.593063,5.762432,0.5930630000000008,6.355495000000001,34.4153155
91,99,36,21.135574,32.228706,14.864426000000002,3.7712939999999975,11.093132000000004,26.68214
91,100,35,30.746155,41.57021,4.253844999999998,6.570210000000003,10.824055,36.1581825
91,101,34,27.596514,37.130417,6.403486000000001,3.1304170000000013,9.533903000000002,32.363465500000004
91,102,33,32.93475,40.6161,0.0652499999999989,7.616100000000003,7.681350000000002,36.775425
91,103,32,45.49899,62.998734,13.49899,30.998734,17.499744,54.248862
91,104,31,29.847996,33.00476,1.1520040000000016,2.0047599999999974,3.156763999999999,31.426378
91,105,30,31.039875,28.149292,1.0398749999999986,1.850708000000001,2.8905829999999995,29.5945835
91,106,29,22.54984,28.082253,6.45016,0.9177469999999984,5.532413000000002,25.3160465
91,107,28,30.646,33.38469,2.646000000000001,5.384689999999999,2.7386899999999983,32.015344999999996
91,108,27,26.210697,35.730423,0.7893030000000003,8.730423000000002,9.519726000000002,30.97056
91,109,26,25.930206,26.010769,0.0697940000000016,0.0107689999999998,0.0805630000000015,25.970487499999997
91,110,25,31.407011,32.969704,6.407011000000001,7.969704,1.5626929999999994,32.1883575
91,111,24,26.831472,30.56986,2.8314720000000015,6.5698599999999985,3.738387999999997,28.700666
91,112,23,15.369537,19.223719,7.630463000000001,3.776281000000001,3.854182,17.296628
91,113,22,19.274006,18.13095,2.725994,3.8690500000000014,1.1430560000000014,18.702478
91,114,21,15.288855,18.558224,5.711145,2.441776000000001,3.2693689999999993,16.9235395
91,115,20,24.772276,41.370705,4.7722760000000015,21.370705,16.598429,33.0714905
91,116,19,16.60707,22.14296,2.39293,3.142959999999998,5.535889999999998,19.375015
91,117,18,24.874699,31.876423,6.874699,13.876423,7.001723999999999,28.375561
91,118,17,22.822647,24.167274,5.822647,7.167273999999999,1.3446269999999991,23.4949605
91,119,16,17.074207,20.863686,1.0742070000000012,4.863686000000001,3.789479,18.9689465
91,120,15,21.378456,22.163054,6.378456,7.163053999999999,0.784597999999999,21.770755
91,121,14,13.078688,16.721998,0.9213120000000004,2.7219979999999993,3.64331,14.900343
91,122,13,7.4173856,10.500227,5.5826144,2.4997729999999994,3.0828414000000004,8.958806300000001
91,123,12,14.640638,15.7543125,2.640637999999999,3.7543124999999993,1.1136745,15.19747525
91,124,11,10.1193495,10.150549,0.8806504999999998,0.8494510000000002,0.0311994999999996,10.13494925
91,125,10,17.554073,12.2407,7.554072999999999,2.2407000000000004,5.313372999999999,14.8973865
91,126,9,6.908609,4.4028144,2.091391,4.5971856,2.5057946000000006,5.6557116999999995
91,127,8,6.3436375,6.0955124,1.6563625000000002,1.9044876000000004,0.2481251000000002,6.21957495
91,128,7,4.1948786,9.629795,2.8051214,2.6297949999999997,5.4349164,6.9123368
91,129,6,13.13867,7.2596407,7.138669999999999,1.2596407000000005,5.879029299999999,10.19915535
91,130,5,7.364394,10.613445,2.364394,5.6134450000000005,3.249051000000001,8.9889195
91,131,4,9.351548,8.481022,5.351547999999999,4.481021999999999,0.8705259999999999,8.916284999999998
91,132,3,7.2837076,7.0280495,4.2837076,4.0280495,0.2556580999999998,7.15587855
91,133,2,7.44828,5.8424916,5.44828,3.8424916,1.6057883999999998,6.6453858
91,134,1,8.259834,4.935211,7.259834,3.935211,3.324623,6.5975225
91,135,0,6.30608,2.4451146,6.30608,2.4451146,3.860965399999999,4.3755973
92,1,340,149.84877,144.15175,190.15123,195.84825,5.697020000000009,147.00026
92,2,339,165.94586,168.04625,173.05414,170.95375,2.100389999999976,166.996055
92,3,338,166.8958,170.91275,171.1042,167.08725,4.01694999999998,168.90427499999998
92,4,337,158.9061,152.56413,178.0939,184.43587,6.341970000000003,155.735115
92,5,336,158.08374,150.27623,177.91626,185.72377,7.807510000000008,154.179985
92,6,335,169.15356,154.07945,165.84644,180.92055,15.07410999999999,161.61650500000002
92,7,334,164.05205,171.39224,169.94795,162.60776,7.340189999999979,167.722145
92,8,333,163.80359,140.56807,169.19641,192.43193,23.235520000000008,152.18583
92,9,332,160.19191,160.79045,171.80809,171.20955,0.5985399999999856,160.49118
92,10,331,172.52269,155.97353,158.47731,175.02647,16.54916,164.24811
92,11,330,161.08427,160.08958,168.91573,169.91042,0.9946899999999914,160.586925
92,12,329,151.29115,146.07915,177.70885,182.92085,5.211999999999989,148.68515
92,13,328,154.60509,148.64682,173.39491,179.35318,5.958269999999999,151.62595499999998
92,14,327,165.72765,150.66483,161.27235,176.33517,15.062820000000016,158.19624
92,15,326,157.23763,138.30421,168.76237,187.69579,18.933419999999984,147.77092
92,16,325,172.86934,175.19397,152.13066,149.80603,2.3246300000000133,174.031655
92,17,324,164.49411,167.15198,159.50589,156.84802,2.6578700000000026,165.823045
92,18,323,164.20923,163.01884,158.79077,159.98116,1.1903899999999794,163.614035
92,19,322,178.53123,143.67993,143.46877,178.32007,34.85129999999998,161.10558
92,20,321,167.72122,152.84544,153.27878,168.15456,14.875779999999992,160.28332999999998
92,21,320,160.44284,160.96404,159.55716,159.03596,0.5212000000000216,160.70344
92,22,319,159.29688,154.58824,159.70312,164.41176,4.708639999999974,156.94256
92,23,318,152.62437,149.8507,165.37563,168.1493,2.77367000000001,151.23753499999998
92,24,317,172.01938,156.80437,144.98062,160.19563,15.215010000000008,164.411875
92,25,316,154.88988,147.89418,161.11012,168.10582,6.995699999999999,151.39203
92,26,315,168.625,157.09106,146.375,157.90894,11.53394,162.85803
92,27,314,158.79561,136.84563,155.20439,177.15437,21.94998000000001,147.82062000000002
92,28,313,164.6388,158.70415,148.3612,154.29585,5.934650000000005,161.671475
92,29,312,185.39134,160.78516,126.60866,151.21484,24.606180000000023,173.08825000000002
92,30,311,160.01508,157.02745,150.98492,153.97255,2.987630000000024,158.521265
92,31,310,154.16148,149.07198,155.83852,160.92802,5.089500000000015,151.61673000000002
92,32,309,156.47696,163.92023,152.52304,145.07977,7.4432700000000125,160.198595
92,33,308,164.5731,157.34695,143.4269,150.65305,7.226150000000018,160.960025
92,34,307,164.96306,162.9656,142.03694,144.0344,1.997460000000018,163.96433000000002
92,35,306,168.82004,162.49748,137.17996,143.50252,6.32256000000001,165.65876
92,36,305,159.27477,165.5606,145.72523,139.4394,6.285830000000004,162.417685
92,37,304,150.92744,139.20609,153.07256,164.79391,11.72135,145.06676499999998
92,38,303,154.67757,153.73067,148.32243,149.26933,0.9468999999999994,154.20412
92,39,302,157.50066,153.57579,144.49934,148.42421,3.9248699999999985,155.538225
92,40,301,162.33228,150.96413,138.66772,150.03587,11.368149999999986,156.64820500000002
92,41,300,173.39003,161.90292,126.60997,138.09708,11.48711,167.646475
92,42,299,167.52422,138.52745,131.47578,160.47255,28.996770000000023,153.025835
92,43,298,162.01881,154.18063,135.98119,143.81937,7.838179999999994,158.09972
92,44,297,164.5681,159.10161,132.4319,137.89839,5.466489999999993,161.834855
92,45,296,161.83841,140.82922,134.16159,155.17078,21.009190000000014,151.33381500000002
92,46,295,152.06657,146.39586,142.93343,148.60414,5.670710000000014,149.23121500000002
92,47,294,153.22261,139.07176,140.77739,154.92824,14.150849999999991,146.147185
92,48,293,156.44618,148.48311,136.55382,144.51689,7.963069999999988,152.46464500000002
92,49,292,153.35959,145.49263,138.64041,146.50737,7.866960000000006,149.42611
92,50,291,155.06978,132.13264,135.93022,158.86736,22.93714,143.60121
92,51,290,149.91734,151.98949,140.08266,138.01051,2.0721499999999935,150.953415
92,52,289,155.39272,150.57306,133.60728,138.42694,4.819659999999999,152.98289
92,53,288,131.20627,147.30405,156.79373,140.69595,16.09778,139.25516
92,54,287,174.42284,160.99821,112.57716,126.00179,13.424630000000008,167.71052500000002
92,55,286,167.19899,168.94615,118.80101,117.05385,1.7471599999999796,168.07256999999998
92,56,285,160.11644,139.60086,124.88356,145.39914,20.51558,149.85865
92,57,284,158.27452,148.57613,125.72548,135.42387,9.69838999999999,153.425325
92,58,283,159.25676,162.1325,123.74324,120.8675,2.875739999999979,160.69463000000002
92,59,282,140.56126,141.88834,141.43874,140.11166,1.3270799999999952,141.22480000000002
92,60,281,166.58264,157.48827,114.41736,123.51173,9.094369999999998,162.035455
92,61,280,137.86122,138.96425,142.13878,141.03575,1.1030299999999895,138.412735
92,62,279,161.44972,167.55302,117.55028,111.44698,6.10329999999999,164.50137
92,63,278,161.68584,158.82878,116.31416,119.17122,2.8570600000000184,160.25731000000002
92,64,277,150.48068,155.14609,126.51932,121.85391,4.66540999999998,152.81338499999998
92,65,276,165.04016,147.45393,110.95984,128.54607,17.586229999999972,156.247045
92,66,275,163.19127,165.91652,111.80873,109.08348,2.7252499999999884,164.553895
92,67,274,157.50447,126.723274,116.49553,147.276726,30.78119599999999,142.113872
92,68,273,166.44707,158.40904,106.55293,114.59096,8.038029999999992,162.428055
92,69,272,157.75838,149.18011,114.24162,122.81989,8.578269999999975,153.469245
92,70,271,154.08272,147.19814,116.91728,123.80186,6.88458,150.64042999999998
92,71,270,155.51067,152.06453,114.48933,117.93547,3.446140000000014,153.7876
92,72,269,167.91985,159.81017,101.08015,109.18983,8.109679999999997,163.86500999999998
92,73,268,155.33728,144.32083,112.66272,123.67917,11.016449999999992,149.82905499999998
92,74,267,147.91637,140.52711,119.08363,126.47289,7.389260000000007,144.22174
92,75,266,175.08156,172.23744,90.91844,93.76256,2.844120000000004,173.65949999999998
92,76,265,161.74524,152.1904,103.25476,112.8096,9.554839999999984,156.96782000000002
92,77,264,150.74553,141.9889,113.25447,122.0111,8.756630000000001,146.367215
92,78,263,160.01169,157.59578,102.98831,105.40422,2.4159099999999967,158.803735
92,79,262,149.72069,155.09785,112.27931,106.90215,5.3771600000000035,152.40927
92,80,261,153.30841,148.98549,107.69159,112.01451,4.3229200000000105,151.14695
92,81,260,163.84732,142.88239,96.15268,117.11761,20.96493000000001,153.36485499999998
92,82,259,171.47453,155.34113,87.52547000000001,103.65887,16.133399999999995,163.40783
92,83,258,146.98544,153.86798,111.01456,104.13202,6.8825399999999775,150.42671
92,84,257,157.12968,151.18231,99.87032,105.81769,5.9473700000000065,154.15599500000002
92,85,256,166.12752,156.15483,89.87248,99.84517,9.97269,161.141175
92,86,255,162.47481,157.37254,92.52519,97.62746,5.102270000000004,159.923675
92,87,254,150.76659,154.19598,103.23341,99.80402,3.4293899999999837,152.481285
92,88,253,148.78357,140.29973,104.21643,112.70027,8.483839999999987,144.54165
92,89,252,158.9619,160.85469,93.0381,91.14531,1.8927899999999909,159.908295
92,90,251,138.62692,138.82304,112.37308,112.17696,0.1961199999999792,138.72498000000002
92,91,250,148.0996,153.79678,101.9004,96.20322,5.697180000000003,150.94819
92,92,249,142.81389,145.47179,106.18611,103.52821,2.657900000000012,144.14283999999998
92,93,248,155.3106,139.39354,92.6894,108.60646,15.917059999999992,147.35207
92,94,247,157.63385,155.5096,89.36615,91.4904,2.1242499999999893,156.571725
92,95,246,157.29877,155.69817,88.70123000000001,90.30183,1.6005999999999858,156.49847
92,96,245,142.22829,148.11195,102.77171,96.88805,5.88366000000002,145.17012
92,97,244,145.49242,128.29153,98.50758,115.70847,17.200890000000015,136.891975
92,98,243,156.42601,151.71362,86.57399000000001,91.28638,4.712389999999999,154.069815
92,99,242,157.82048,156.42415,84.17952,85.57585,1.396330000000006,157.122315
92,100,241,149.5118,135.8519,91.4882,105.1481,13.659899999999991,142.68185
92,101,240,152.17764,146.03363,87.82236,93.96637,6.144010000000009,149.105635
92,102,239,141.99297,151.7318,97.00703,87.26820000000001,9.73882999999998,146.86238500000002
92,103,238,127.188614,132.39215,110.811386,105.60785,5.2035359999999855,129.790382
92,104,237,157.01202,134.23387,79.98798,102.76613,22.77815000000001,145.62294500000002
92,105,236,139.22536,138.3233,96.77464,97.6767,0.902060000000006,138.77433
92,106,235,158.80428,149.96207,76.19572,85.03792999999999,8.842209999999994,154.383175
92,107,234,151.88698,157.35329,82.11302,76.64671000000001,5.466309999999993,154.620135
92,108,233,148.50162,143.51518,84.49838,89.48482000000001,4.986440000000016,146.0084
92,109,232,160.49196,143.84471,71.50804,88.15529000000001,16.647250000000014,152.168335
92,110,231,169.51253,160.45897,61.48747,70.54103,9.053560000000004,164.98575
92,111,230,140.54118,130.43942,89.45882,99.56058,10.101759999999985,135.4903
92,112,229,136.47333,137.96419,92.52667,91.03581,1.490859999999998,137.21876
92,113,228,153.13936,145.74702,74.86063999999999,82.25298000000001,7.392340000000019,149.44319000000002
92,114,227,158.66022,142.16534,68.33977999999999,84.83466000000001,16.494880000000023,150.41278
92,115,226,153.5512,149.77104,72.4488,76.22896,3.780159999999995,151.66111999999998
92,116,225,140.29037,122.957016,84.70963,102.042984,17.333354,131.623693
92,117,224,147.2996,145.0047,76.7004,78.99529999999999,2.294899999999984,146.15215
92,118,223,120.71239,132.54456,102.28761,90.45544,11.83216999999999,126.628475
92,119,222,162.42409,156.21907,59.57590999999999,65.78093000000001,6.205020000000019,159.32157999999998
92,120,221,164.20592,159.44867,56.79408000000001,61.55133000000001,4.757249999999999,161.827295
92,121,220,128.7924,130.58012,91.2076,89.41988,1.7877200000000073,129.68626
92,122,219,159.43701,157.42728,59.56299000000001,61.57272,2.0097299999999905,158.432145
92,123,218,129.1082,125.72952,88.89179999999999,92.27048,3.378680000000017,127.41886
92,124,217,148.81093,146.92043,68.18906999999999,70.07956999999999,1.890500000000003,147.86568
92,125,216,136.03273,129.3335,79.96727000000001,86.66650000000001,6.69923,132.683115
92,126,215,158.31761,153.42978,56.68239,61.570220000000006,4.887830000000008,155.873695
92,127,214,140.46922,141.29631,73.53078,72.70369,0.8270899999999983,140.882765
92,128,213,144.82942,141.11848,68.17058,71.88152,3.7109399999999937,142.97395
92,129,212,146.57991,153.20761,65.42008999999999,58.79239000000001,6.627699999999976,149.89376
92,130,211,146.79582,142.43124,64.20418000000001,68.56876,4.3645799999999895,144.61353
92,131,210,132.12288,137.44987,77.87711999999999,72.55013,5.326989999999995,134.78637500000002
92,132,209,144.579,149.1024,64.42099999999999,59.89760000000001,4.523399999999981,146.8407
92,133,208,132.15251,117.62028,75.84749,90.37972,14.532230000000013,124.886395
92,134,207,134.9527,144.71358,72.0473,62.28641999999999,9.760880000000014,139.83314
92,135,206,135.88493,137.97696,70.11507,68.02304000000001,2.092029999999994,136.930945
92,136,205,139.96745,144.93054,65.03254999999999,60.06945999999999,4.963089999999994,142.44899500000002
92,137,204,132.16335,131.78163,71.83664999999999,72.21837,0.3817200000000014,131.97249
92,138,203,157.49788,149.24727,45.50211999999999,53.752730000000014,8.250610000000023,153.37257499999998
92,139,202,140.25322,149.93153,61.74678,52.06846999999999,9.67831000000001,145.092375
92,140,201,133.20787,143.64178,67.79212999999999,57.35821999999999,10.433909999999996,138.424825
92,141,200,144.54817,146.8014,55.45183,53.1986,2.253230000000002,145.674785
92,142,199,145.38231,137.00418,53.61769000000001,61.99582000000001,8.378129999999999,141.193245
92,143,198,145.0283,140.32188,52.9717,57.67812000000001,4.7064200000000085,142.67509
92,144,197,134.16489,137.2816,62.835109999999986,59.7184,3.116709999999983,135.72324500000002
92,145,196,132.81987,139.82858,63.18012999999999,56.17142000000001,7.008709999999979,136.324225
92,146,195,145.19089,136.11314,49.80911,58.88686000000001,9.077750000000009,140.652015
92,147,194,123.23889,128.1161,70.76111,65.88390000000001,4.877209999999991,125.677495
92,148,193,127.73797,125.57723,65.26203,67.42277,2.160740000000004,126.6576
92,149,192,121.28776,134.92494,70.71224,57.07506000000001,13.637179999999988,128.10635
92,150,191,137.8773,145.82481,53.12270000000001,45.175189999999986,7.9475100000000225,141.851055
92,151,190,115.445076,107.48501,74.554924,82.51499,7.960065999999998,111.465043
92,152,189,129.86945,131.91695,59.13055,57.083049999999986,2.0475000000000136,130.8932
92,153,188,146.31868,131.37178,41.68132,56.62822,14.9469,138.84523000000002
92,154,187,132.71494,147.89397,54.28505999999999,39.10603,15.179029999999983,140.30445500000002
92,155,186,134.43262,149.98479,51.567380000000014,36.015209999999996,15.552170000000018,142.208705
92,156,185,135.72314,142.72997,49.27686,42.27002999999999,7.006830000000008,139.22655500000002
92,157,184,132.92613,141.45753,51.07387,42.54247000000001,8.53139999999999,137.19182999999998
92,158,183,141.38103,124.32484,41.61896999999999,58.675160000000005,17.056190000000015,132.852935
92,159,182,134.9622,137.94095,47.0378,44.05905000000001,2.978749999999991,136.451575
92,160,181,112.172874,110.103325,68.827126,70.896675,2.069548999999995,111.1380995
92,161,180,130.45515,130.59248,49.54485,49.407520000000005,0.1373299999999915,130.523815
92,162,179,134.26918,140.39381,44.730819999999994,38.60619,6.124629999999996,137.33149500000002
92,163,178,120.93429,131.57312,57.06571,46.42688000000001,10.638829999999984,126.253705
92,164,177,128.88863,135.06836,48.111369999999994,41.93163999999999,6.179730000000006,131.978495
92,165,176,125.89007,125.89456,50.109930000000006,50.10544,0.0044900000000041,125.892315
92,166,175,119.742546,131.60847,55.257454,43.39152999999999,11.865924000000009,125.675508
92,167,174,106.69911,111.46286,67.30089,62.537139999999994,4.763750000000002,109.080985
92,168,173,127.2565,134.50789,45.7435,38.49211,7.251390000000001,130.882195
92,169,172,117.008255,121.675575,54.991744999999995,50.324425000000005,4.6673199999999895,119.341915
92,170,171,143.42644,149.404,27.573559999999983,21.596000000000004,5.977559999999983,146.41522
92,171,170,130.16005,134.03857,39.83994999999999,35.96143000000001,3.878519999999981,132.09931
92,172,169,123.599106,127.92174,45.400893999999994,41.07826,4.322633999999994,125.760423
92,173,168,123.207825,134.99681,44.792175,33.00318999999999,11.788985000000013,129.1023175
92,174,167,138.62386,147.64374,28.376139999999992,19.356259999999992,9.01988,143.1338
92,175,166,135.38567,134.89085,30.614329999999995,31.10915,0.4948200000000042,135.13826
92,176,165,133.28917,135.5442,31.710829999999987,29.45580000000001,2.255029999999977,134.416685
92,177,164,134.08453,136.60704,29.91547,27.392959999999988,2.522510000000011,135.345785
92,178,163,123.61024,112.56779,39.389759999999995,50.43221,11.042450000000002,118.089015
92,179,162,133.18803,135.91673,28.81197,26.08327,2.7287000000000035,134.55238
92,180,161,136.97789,115.76154,24.02211,45.23846,21.21635000000001,126.369715
92,181,160,116.63048,120.22988,43.369519999999994,39.770120000000006,3.5993999999999886,118.43018
92,182,159,135.52878,135.82402,23.471219999999988,23.17598000000001,0.2952399999999784,135.6764
92,183,158,100.98442,101.045616,57.01558,56.954384000000005,0.0611959999999953,101.015018
92,184,157,117.0666,124.01104,39.933400000000006,32.988960000000006,6.94444,120.53882
92,185,156,118.27354,125.91427,37.72646,30.08573,7.640730000000005,122.093905
92,186,155,129.57178,124.1962,25.42822000000001,30.803799999999995,5.375579999999985,126.88399
92,187,154,141.80858,141.02373,12.191419999999994,12.97627,0.7848500000000058,141.416155
92,188,153,124.57165,132.30183,28.428349999999995,20.698170000000005,7.73017999999999,128.43674
92,189,152,104.64479,126.11356,47.35521,25.886439999999993,21.468770000000006,115.379175
92,190,151,102.8496,91.70869,48.150400000000005,59.29131,11.140909999999993,97.279145
